 3.2224509788253e-06	 3.0735068121980e-06	 3.0776955787931e-06	 7.2130384149530e-06	 7.0899278925629e-06	 3.5226315631415e-06	 3.0016782651993e-06	 3.4411341730959e-06	 3.0188876560220e-06
 3.2237832020258e-06	 3.0747619756010e-06	 3.0789529102113e-06	 7.2158718527779e-06	 7.0927116397284e-06	 3.5240795643750e-06	 3.0028936493430e-06	 3.4425359665540e-06	 3.0201003508185e-06
 3.2251163907584e-06	 3.0760179657147e-06	 3.0802111311686e-06	 7.2187072366746e-06	 7.0954973230606e-06	 3.5255285014852e-06	 3.0041097766182e-06	 3.4439387141547e-06	 3.0213137682349e-06
 3.2264505485908e-06	 3.0772747819413e-06	 3.0814702442995e-06	 7.2215445653555e-06	 7.0982849464859e-06	 3.5269783823036e-06	 3.0053266453891e-06	 3.4453424159821e-06	 3.0225279112932e-06
 3.2277856788747e-06	 3.0785324236028e-06	 3.0827302519553e-06	 7.2243838368250e-06	 7.1010745132981e-06	 3.5284292151659e-06	 3.0065442540859e-06	 3.4467470722804e-06	 3.0237427832770e-06
 3.2291217847255e-06	 3.0797908899442e-06	 3.0839911561924e-06	 7.2272250484288e-06	 7.1038660261448e-06	 3.5298810089057e-06	 3.0077626012118e-06	 3.4481526834719e-06	 3.0249583877255e-06
 3.2304588690018e-06	 3.0810501801369e-06	 3.0852529587606e-06	 7.2300681969060e-06	 7.1066594870147e-06	 3.5313337728466e-06	 3.0089816853496e-06	 3.4495592501752e-06	 3.0261747284260e-06
 3.2317969342843e-06	 3.0823102932812e-06	 3.0865156610928e-06	 7.2329132784439e-06	 7.1094548972261e-06	 3.5327875167903e-06	 3.0102015051677e-06	 3.4509667732221e-06	 3.0273918094051e-06
 3.2331359828567e-06	 3.0835712284103e-06	 3.0877792642957e-06	 7.2357602887334e-06	 7.1122522574191e-06	 3.5342422510046e-06	 3.0114220594260e-06	 3.4523752536742e-06	 3.0286096349194e-06
 3.2344760166855e-06	 3.0848329844925e-06	 3.0890437691420e-06	 7.2386092230276e-06	 7.1150515675476e-06	 3.5356979862069e-06	 3.0126433469810e-06	 3.4537846928381e-06	 3.0298282094443e-06
 3.2358170374016e-06	 3.0860955604347e-06	 3.0903091760627e-06	 7.2414600761997e-06	 7.1178528268746e-06	 3.5371547335466e-06	 3.0138653667905e-06	 3.4551950922802e-06	 3.0310475376623e-06
 3.2371590462824e-06	 3.0873589550855e-06	 3.0915754851416e-06	 7.2443128428024e-06	 7.1206560339688e-06	 3.5386125045849e-06	 3.0150881179181e-06	 3.4566064538400e-06	 3.0322676244501e-06
 3.2385020442344e-06	 3.0886231672380e-06	 3.0928426961111e-06	 7.2471675171264e-06	 7.1234611867042e-06	 3.5400713112718e-06	 3.0163115995366e-06	 3.4580187796419e-06	 3.0334884748649e-06
 3.2398460317776e-06	 3.0898881956331e-06	 3.0941108083484e-06	 7.2500240932588e-06	 7.1262682822604e-06	 3.5415311659209e-06	 3.0175358109315e-06	 3.4594320721066e-06	 3.0347100941292e-06
 3.2411910090308e-06	 3.0911540389621e-06	 3.0953798208743e-06	 7.2528825651416e-06	 7.1290773171262e-06	 3.5429920811820e-06	 3.0187607515037e-06	 3.4608463339598e-06	 3.0359324876157e-06
