 3.2004138766728e-06	 7.1699410474447e-06	 3.3255742541350e-06	 3.2025770146801e-06	 3.2541817553746e-06	 3.8974100492715e-06	 3.2697765941900e-06	 2.3682572363335e-06	 1.7478828841594e-06
 3.2017351823226e-06	 7.1727601540099e-06	 3.3269464235237e-06	 3.2039020049420e-06	 3.2555291230774e-06	 3.8990186060739e-06	 3.2711269495805e-06	 2.3692246717819e-06	 1.7485647261105e-06
 3.2030573897806e-06	 7.1755811335864e-06	 3.3283194134828e-06	 3.2052278694914e-06	 3.2568774135637e-06	 3.9006284528697e-06	 3.2724782250734e-06	 2.3701927404960e-06	 1.7492469900260e-06
 3.2043805014388e-06	 7.1784039871230e-06	 3.3296932268754e-06	 3.2065546022592e-06	 3.2582266243910e-06	 3.9022396031789e-06	 3.2738304160046e-06	 2.3711614415920e-06	 1.7499296762131e-06
 3.2057045196797e-06	 7.1812287150554e-06	 3.3310678671045e-06	 3.2078821970724e-06	 3.2595767530181e-06	 3.9038520704950e-06	 3.2751835176148e-06	 2.3721307741208e-06	 1.7506127849644e-06
 3.2070294468687e-06	 7.1840553173179e-06	 3.3324433381199e-06	 3.2092106476832e-06	 3.2609277968175e-06	 3.9054658682420e-06	 3.2765375250736e-06	 2.3731007370721e-06	 1.7512963165578e-06
 3.2083552853455e-06	 7.1868837933574e-06	 3.3338196444241e-06	 3.2105399477976e-06	 3.2622797530878e-06	 3.9070810097302e-06	 3.2778924335050e-06	 2.3740713293785e-06	 1.7519802712570e-06
 3.2096820374151e-06	 7.1897141421491e-06	 3.3351967910749e-06	 3.2118700911057e-06	 3.2636326190673e-06	 3.9086975081111e-06	 3.2792482380128e-06	 2.3750425499204e-06	 1.7526646493118e-06
 3.2110097053386e-06	 7.1925463622163e-06	 3.3365747836858e-06	 3.2132010713127e-06	 3.2649863919481e-06	 3.9103153763314e-06	 3.2806049337069e-06	 2.3760143975303e-06	 1.7533494509585e-06
 3.2123382913232e-06	 7.1953804516502e-06	 3.3379536284247e-06	 3.2145328821705e-06	 3.2663410688899e-06	 3.9119346270861e-06	 3.2819625157298e-06	 2.3769868709984e-06	 1.7540346764206e-06
