 3.3316568641500e-02	 3.9761460569018e-02	 3.8806539000301e-02	 5.9254394641628e-02	 6.6515954902586e-02	 1.6612400556828e-02	 4.5330556333502e-02	 1.5332201520788e-02	 4.0677646991235e-02
 3.3051458637645e-02	 3.9449069537626e-02	 3.8503988952946e-02	 5.8791197592486e-02	 6.6000172748332e-02	 1.6476370676965e-02	 4.4975391922247e-02	 1.5207491963412e-02	 4.0361246060034e-02
 3.2787855880009e-02	 3.9138397929189e-02	 3.8203084248846e-02	 5.8330476355970e-02	 6.5487109283376e-02	 1.6341176396559e-02	 4.4622154609684e-02	 1.5083536280642e-02	 4.0046548383561e-02
 3.2525755691889e-02	 3.8829441007763e-02	 3.7903820468715e-02	 5.7872225148505e-02	 6.4976758529924e-02	 1.6206814354920e-02	 4.4270839459671e-02	 1.4960331540816e-02	 3.9733549584526e-02
 3.2265153390657e-02	 3.8522194025677e-02	 3.7606193181892e-02	 5.7416438159257e-02	 6.4469114476742e-02	 1.6073281196028e-02	 4.3921441519494e-02	 1.4837874816198e-02	 3.9422245272575e-02
 3.2006044287975e-02	 3.8216652223651e-02	 3.7310197946393e-02	 5.6963109550333e-02	 6.3964171079271e-02	 1.5940573568692e-02	 4.3573955820125e-02	 1.4716163182859e-02	 3.9112631044393e-02
 3.1748423689818e-02	 3.7912810830983e-02	 3.7015830309139e-02	 5.6512233457145e-02	 6.3461922260069e-02	 1.5808688126529e-02	 4.3228377376316e-02	 1.4595193720801e-02	 3.8804702483945e-02
 3.1492286896684e-02	 3.7610665065654e-02	 3.6723085806025e-02	 5.6063803988593e-02	 6.2962361909031e-02	 1.5677621528034e-02	 4.2884701186810e-02	 1.4474963513967e-02	 3.8498455162487e-02
 3.1237629203662e-02	 3.7310210134510e-02	 3.6431959962065e-02	 5.5617815227384e-02	 6.2465483883663e-02	 1.5547370436569e-02	 4.2542922234531e-02	 1.4355469650247e-02	 3.8193884638781e-02
 3.0984445900542e-02	 3.7011441233396e-02	 3.6142448291525e-02	 5.5174261230224e-02	 6.1971282009408e-02	 1.5417931520483e-02	 4.2203035486738e-02	 1.4236709221526e-02	 3.7890986459226e-02
 3.0732732271981e-02	 3.6714353547327e-02	 3.5854546298106e-02	 5.4733136028177e-02	 6.1479750079911e-02	 1.5289301453086e-02	 4.1865035895168e-02	 1.4118679323677e-02	 3.7589756157963e-02
 3.0482483597590e-02	 3.6418942250581e-02	 3.5568249475012e-02	 5.4294433626848e-02	 6.0990881857354e-02	 1.5161476912716e-02	 4.1528918396283e-02	 1.4001377056672e-02	 3.7290189257059e-02
 3.0233695152049e-02	 3.6125202506938e-02	 3.5283553305149e-02	 5.3858148006679e-02	 6.0504671072665e-02	 1.5034454582738e-02	 4.1194677911374e-02	 1.3884799524506e-02	 3.6992281266570e-02
 2.9986362205228e-02	 3.5833129469734e-02	 3.5000453261184e-02	 5.3424273123243e-02	 6.0021111425898e-02	 1.4908231151693e-02	 4.0862309346764e-02	 1.3768943835282e-02	 3.6696027684770e-02
 2.9740480022333e-02	 3.5542718282067e-02	 3.4718944805771e-02	 5.2992802907439e-02	 5.9540196586477e-02	 1.4782803313145e-02	 4.0531807593981e-02	 1.3653807101230e-02	 3.6401423998205e-02
 2.9496043863949e-02	 3.5253964076958e-02	 3.4439023391611e-02	 5.2563731265824e-02	 5.9061920193492e-02	 1.4658167765910e-02	 4.0203167529908e-02	 1.3539386438722e-02	 3.6108465681850e-02
 2.9253048986267e-02	 3.4966861977447e-02	 3.4160684461617e-02	 5.2137052080817e-02	 5.8586275855982e-02	 1.4534321213960e-02	 3.9876384016984e-02	 1.3425678968294e-02	 3.5817148199302e-02
 2.9011490641117e-02	 3.4681407096772e-02	 3.3883923449055e-02	 5.1712759211020e-02	 5.8113257153266e-02	 1.4411260366513e-02	 3.9551451903387e-02	 1.3312681814712e-02	 3.5527467002827e-02
 2.8771364076082e-02	 3.4397594538493e-02	 3.3608735777691e-02	 5.1290846491424e-02	 5.7642857635218e-02	 1.4288981938073e-02	 3.9228366023129e-02	 1.3200392106936e-02	 3.5239417533535e-02
 2.8532664534666e-02	 3.4115419396719e-02	 3.3335116861847e-02	 5.0871307733684e-02	 5.7175070822496e-02	 1.4167482648413e-02	 3.8907121196331e-02	 1.3088806978187e-02	 3.4952995221548e-02
 2.8295387256401e-02	 3.3834876756116e-02	 3.3063062106674e-02	 5.0454136726405e-02	 5.6709890206944e-02	 1.4046759222643e-02	 3.8587712229301e-02	 1.2977923565936e-02	 3.4668195486032e-02
 2.8059527476929e-02	 3.3555961692184e-02	 3.2792566908135e-02	 5.0039327235341e-02	 5.6247309251810e-02	 1.3926808391260e-02	 3.8270133914763e-02	 1.2867739011980e-02	 3.4385013735478e-02
 2.7825080428137e-02	 3.3278669271356e-02	 3.2523626653251e-02	 4.9626873003722e-02	 5.5787321392055e-02	 1.3807626890124e-02	 3.7954381032018e-02	 1.2758250462421e-02	 3.4103445367691e-02
 2.7592041338289e-02	 3.3002994551097e-02	 3.2256236720191e-02	 4.9216767752433e-02	 5.5329920034634e-02	 1.3689211460526e-02	 3.7640448347100e-02	 1.2649455067690e-02	 3.3823485770021e-02
 2.7360405432106e-02	 3.2728932580151e-02	 3.1990392478400e-02	 4.8809005180305e-02	 5.4875098558794e-02	 1.3571558849198e-02	 3.7328330612958e-02	 1.2541349982606e-02	 3.3545130319443e-02
 2.7130167930948e-02	 3.2456478398574e-02	 3.1726089288745e-02	 4.8403578964383e-02	 5.4422850316383e-02	 1.3454665808350e-02	 3.7018022569589e-02	 1.2433932366342e-02	 3.3268374382738e-02
 2.6901324052844e-02	 3.2185627037986e-02	 3.1463322503666e-02	 4.8000482760103e-02	 5.3973168632123e-02	 1.3338529095701e-02	 3.6709518944304e-02	 1.2327199382539e-02	 3.2993213316535e-02
 2.6673869012663e-02	 3.1916373521628e-02	 3.1202087467260e-02	 4.7599710201604e-02	 5.3526046803876e-02	 1.3223145474482e-02	 3.6402814451769e-02	 1.2221148199190e-02	 3.2719642467588e-02
 2.6447798022270e-02	 3.1648712864583e-02	 3.0942379515485e-02	 4.7201254901948e-02	 5.3081478102985e-02	 1.3108511713479e-02	 3.6097903794256e-02	 1.2115775988802e-02	 3.2447657172754e-02
 2.6223106290543e-02	 3.1382640073850e-02	 3.0684193976216e-02	 4.6805110453360e-02	 5.2639455774499e-02	 1.2994624587056e-02	 3.5794781661836e-02	 1.2011079928320e-02	 3.2177252759217e-02
 2.5999789023556e-02	 3.1118150148528e-02	 3.0427526169453e-02	 4.6411270427435e-02	 5.2199973037522e-02	 1.2881480875158e-02	 3.5493442732443e-02	 1.1907057199203e-02	 3.1908424544608e-02
 2.5777841424696e-02	 3.0855238079968e-02	 3.0172371407400e-02	 4.6019728375436e-02	 5.1763023085440e-02	 1.2769077363378e-02	 3.5193881672130e-02	 1.1803704987425e-02	 3.1641167837122e-02
 2.5557258694780e-02	 3.0593898851894e-02	 2.9918724994605e-02	 4.5630477828479e-02	 5.1328599086253e-02	 1.2657410842936e-02	 3.4896093135242e-02	 1.1701020483454e-02	 3.1375477935653e-02
 2.5338036032141e-02	 3.0334127440568e-02	 2.9666582228152e-02	 4.5243512297782e-02	 5.0896694182839e-02	 1.2546478110689e-02	 3.4600071764492e-02	 1.1599000882360e-02	 3.1111350129922e-02
 2.5120168632779e-02	 3.0075918814895e-02	 2.9415938397694e-02	 4.4858825274901e-02	 5.0467301493233e-02	 1.2436275969199e-02	 3.4305812191271e-02	 1.1497643383762e-02	 3.0848779700619e-02
 2.4903651690491e-02	 2.9819267936619e-02	 2.9166788785680e-02	 4.4476410231936e-02	 5.0040414110917e-02	 1.2326801226748e-02	 3.4013309035661e-02	 1.1396945191892e-02	 3.0587761919509e-02
 2.4688480396919e-02	 2.9564169760405e-02	 2.8919128667437e-02	 4.4096260621790e-02	 4.9616025105117e-02	 1.2218050697293e-02	 3.3722556906729e-02	 1.1296903515558e-02	 3.0328292049618e-02
