-1.8849555921539e-01	 8.6730425355536e-01	 6.6131185674811e-05	 8.6723788832776e-01
-1.8811856809696e-01	 8.6604624615513e-01	 6.6155467612889e-05	 8.6597985664560e-01
-1.8774157697853e-01	 8.6478080522575e-01	 6.6179763596400e-05	 8.6471439142023e-01
-1.8736458586010e-01	 8.6350792676639e-01	 6.6204073653999e-05	 8.6344148865081e-01
-1.8698759474166e-01	 8.6222760707998e-01	 6.6228397815412e-05	 8.6216114464024e-01
-1.8661060362323e-01	 8.6093984277465e-01	 6.6252736111303e-05	 8.6087335599661e-01
-1.8623361250480e-01	 8.5964463076504e-01	 6.6277088573150e-05	 8.5957811963454e-01
-1.8585662138637e-01	 8.5834196827369e-01	 6.6301455233102e-05	 8.5827543277653e-01
-1.8547963026794e-01	 8.5703185283237e-01	 6.6325836123860e-05	 8.5696529295432e-01
-1.8510263914951e-01	 8.5571428228338e-01	 6.6350231278526e-05	 8.5564769801018e-01
-1.8472564803108e-01	 8.5438925478091e-01	 6.6374640730479e-05	 8.5432264609825e-01
-1.8434865691265e-01	 8.5305676879229e-01	 6.6399064513237e-05	 8.5299013568585e-01
-1.8397166579422e-01	 8.5171682309929e-01	 6.6423502660322e-05	 8.5165016555471e-01
-1.8359467467579e-01	 8.5036941679942e-01	 6.6447955205136e-05	 8.5030273480229e-01
-1.8321768355736e-01	 8.4901454930717e-01	 6.6472422180830e-05	 8.4894784284306e-01
-1.8284069243893e-01	 8.4765222035520e-01	 6.6496903620186e-05	 8.4758548940965e-01
-1.8246370132050e-01	 8.4628242999566e-01	 6.6521399555498e-05	 8.4621567455418e-01
-1.8208671020206e-01	 8.4490517860134e-01	 6.6545910018459e-05	 8.4483839864940e-01
-1.8170971908363e-01	 8.4352046686690e-01	 6.6570435040060e-05	 8.4345366238994e-01
-1.8133272796520e-01	 8.4212829581004e-01	 6.6594974650489e-05	 8.4206146679346e-01
-1.8095573684677e-01	 8.4072866677268e-01	 6.6619528879040e-05	 8.4066181320188e-01
-1.8057874572834e-01	 8.3932158142212e-01	 6.6644097754034e-05	 8.3925470328244e-01
-1.8020175460991e-01	 8.3790704175215e-01	 6.6668681302733e-05	 8.3784013902893e-01
-1.7982476349148e-01	 8.3648505008425e-01	 6.6693279551291e-05	 8.3641812276278e-01
-1.7944777237305e-01	 8.3505560906861e-01	 6.6717892524676e-05	 8.3498865713416e-01
-1.7907078125462e-01	 8.3361872168529e-01	 6.6742520246638e-05	 8.3355174512312e-01
-1.7869379013619e-01	 8.3217439124530e-01	 6.6767162739657e-05	 8.3210739004063e-01
-1.7831679901776e-01	 8.3072262139161e-01	 6.6791820024920e-05	 8.3065559552966e-01
-1.7793980789933e-01	 8.2926341610028e-01	 6.6816492122296e-05	 8.2919636556623e-01
-1.7756281678090e-01	 8.2779677968144e-01	 6.6841179050321e-05	 8.2772970446046e-01
-1.7718582566246e-01	 8.2632271678033e-01	 6.6865880826200e-05	 8.2625561685758e-01
