 4.4055991962872e-01	 4.6669626776755e-01	 4.5197100315988e-01	 4.2847526637240e-01	 4.3870697882038e-01
 7.9557439645154e-01	 8.2000781605949e-01	 8.0791387666832e-01	 7.7855813968056e-01	 7.9223093868412e-01
 7.1079849509455e-01	 7.3090526079916e-01	 7.1789740082000e-01	 6.9589156182244e-01	 7.0946034807345e-01
 1.0849129759760e-01	 1.1309087491424e-01	 1.1132998170419e-01	 1.0565200946368e-01	 1.0796121684087e-01
 8.7139146577261e-01	 8.6189830802090e-01	 8.8523308599396e-01	 8.5199921043407e-01	 8.6308248398404e-01
 5.6092395456096e-01	 5.8114778217049e-01	 5.7098395199121e-01	 5.4645556143553e-01	 5.5897963050082e-01
 8.4169305595143e-01	 8.4421540051865e-01	 8.5429067882830e-01	 8.2105709059860e-01	 8.3476218970579e-01
 3.6176338666233e-01	 3.6858867797512e-01	 3.7293689637315e-01	 3.4905271476138e-01	 3.5810845767996e-01
 2.8116983156852e-01	 2.7488617489559e-01	 2.9230293157022e-01	 2.7094023832343e-01	 2.7619401744344e-01
 4.9559677743009e-01	 4.9416374301870e-01	 5.0717361347221e-01	 4.8067508419811e-01	 4.9048961126656e-01
 4.1412119723142e-01	 4.0871033886048e-01	 4.2745792027832e-01	 3.9650092219097e-01	 4.0707358358048e-01
 4.1207558109388e-01	 4.0652342029743e-01	 4.2392434230261e-01	 3.9814943942612e-01	 4.0641646997877e-01
 4.2096329965827e-01	 4.1536845876798e-01	 4.3335238848680e-01	 4.0646860973503e-01	 4.1508215235532e-01
 7.4865032523807e-02	 8.0108418107141e-02	 7.7060570058217e-02	 7.1762092536568e-02	 7.4236555162259e-02
 8.4825562113341e-01	 8.4440601211322e-01	 8.6452475610053e-01	 8.3282622209711e-01	 8.4125687978580e-01
 7.1407082567406e-02	 7.4914338559460e-02	 7.3785137187547e-02	 6.8756543768701e-02	 7.0765578189142e-02
 2.1436488102022e-02	 2.1944316068191e-02	 2.1830793243053e-02	 2.0669152059712e-02	 2.1250290172927e-02
 1.5386428078959e-01	 1.6025728823923e-01	 1.5875168366151e-01	 1.4767293618396e-01	 1.5230939391319e-01
 5.7247141093069e-01	 5.9410128852602e-01	 5.8312389605368e-01	 5.5754168978519e-01	 5.7050610599367e-01
 2.0847412499507e-01	 2.1034997711376e-01	 2.1603441489228e-01	 2.0077702165206e-01	 2.0566061547839e-01
 6.0356326153443e-02	 6.3775910629740e-02	 6.2135563112067e-02	 5.7777106365296e-02	 5.9790943610912e-02
 1.8574989364702e-01	 1.9229111692463e-01	 1.9156350457056e-01	 1.7916579643017e-01	 1.8416640303746e-01
 4.7891081554852e-01	 5.0538285607661e-01	 4.9071392927629e-01	 4.6514199828875e-01	 4.7662735171760e-01
 6.7949087030423e-01	 6.8607303452390e-01	 6.9370032324302e-01	 6.5734537980641e-01	 6.7250478266126e-01
 8.6923656412365e-01	 8.6680295414052e-01	 8.7545376676745e-01	 8.5244091892574e-01	 8.6497742137160e-01
 7.7353651041835e-01	 7.8746967223783e-01	 7.8924579079904e-01	 7.5784384295110e-01	 7.6872718491119e-01
 5.6992438560866e-01	 6.0495999650330e-01	 5.8289168032597e-01	 5.5705254023308e-01	 5.6867029280552e-01
 4.8915551358374e-01	 4.8297302497056e-01	 5.0035046057730e-01	 4.7464139549422e-01	 4.8359986214708e-01
 5.6137374288854e-01	 5.7435355324482e-01	 5.7458845003840e-01	 5.4497667201166e-01	 5.5755856664583e-01
 1.5353689259733e-02	 1.5678742751402e-02	 1.5427457826754e-02	 1.5207259991013e-02	 1.5294858329268e-02
 5.1883045085865e-02	 5.2473791959067e-02	 5.3687991812928e-02	 4.9546008284018e-02	 5.1064562325136e-02
 1.9471871263225e-01	 2.0271817782191e-01	 2.0105988109427e-01	 1.8744142889517e-01	 1.9301661426145e-01
 7.9504917112457e-01	 8.0256651152125e-01	 8.0863112788159e-01	 7.7442420374730e-01	 7.8858178181690e-01
 2.3374101860214e-01	 2.3976196216404e-01	 2.4181495002593e-01	 2.2737271053650e-01	 2.3164554347661e-01
 1.0759676575201e-01	 1.1122983287737e-01	 1.1022243448500e-01	 1.0508473625641e-01	 1.0710084326217e-01
 8.4791429476958e-01	 8.7332751784008e-01	 8.5877535435638e-01	 8.3309263248085e-01	 8.4552501249344e-01
 7.7355168011301e-01	 7.6401777112648e-01	 7.8476473417587e-01	 7.5430581643448e-01	 7.6693400994886e-01
 6.9655431838737e-01	 6.8957646009767e-01	 7.1560102897486e-01	 6.7823408458036e-01	 6.8814798741995e-01
 7.5282469324495e-01	 7.7224250174500e-01	 7.6284499384311e-01	 7.3615243589178e-01	 7.5057220630259e-01
 7.2163219565785e-02	 7.3706184175598e-02	 7.4657305205346e-02	 6.9109211793361e-02	 7.1271472529488e-02
 2.9273867347269e-01	 3.0164813188433e-01	 3.0214883376078e-01	 2.8294254359058e-01	 2.8989767147185e-01
 1.6741205987320e-01	 1.6888123921712e-01	 1.7352033253747e-01	 1.6088608245864e-01	 1.6506111383119e-01
