 1.3285972221554e-02	 8.9646604370437e-07	 1.3284827910108e-02
 4.2063754428788e-01	 1.0454930908444e-06	 4.2063625094939e-01
 2.2499670837116e-01	 8.2190093795569e-07	 2.2499563862482e-01
 6.9573752184954e-01	 7.8696252503814e-07	 6.9573648704161e-01
 1.0512795389066e-01	 7.9860908344503e-07	 1.0512690743618e-01
 8.6190912449839e-01	 1.0210749747048e-06	 8.6190785557802e-01
 7.1793277561458e-01	 9.4040359017709e-07	 7.1793158736559e-01
 3.2557023986429e-02	 8.7971739579853e-07	 3.2555896423631e-02
 5.7473959702541e-01	 8.3612112725813e-07	 5.7473851305888e-01
 6.2310168621199e-01	 1.0055940025851e-06	 6.2310043277258e-01
 8.9883913440607e-01	 7.3039095980999e-07	 8.9883815616971e-01
 2.2954015719337e-01	 8.0572128219703e-07	 2.2953910362668e-01
 2.3549421246315e-02	 8.0848648069229e-07	 2.3548364914433e-02
 2.2447500109735e-01	 6.6141294787448e-07	 2.2447409183900e-01
 3.4550164906684e-02	 9.5512434025294e-07	 3.4548961936942e-02
 5.8194556370352e-01	 8.3260600821193e-07	 5.8194448325211e-01
 4.5324189163144e-01	 7.0647091420989e-07	 4.5324093731513e-01
 5.6599281270492e-01	 6.9929577242592e-07	 5.6599186556374e-01
 2.3552290328228e-01	 9.9392399880003e-07	 2.3552166151288e-01
 5.8041205372113e-01	 8.2366984871653e-07	 5.8041098220588e-01
 4.9493599555866e-01	 6.7527378633304e-07	 4.9493507243947e-01
 5.8228281500209e-01	 7.2228423914821e-07	 5.8228184487245e-01
 3.8609297697440e-01	 9.6005900487447e-07	 3.8609176907000e-01
 7.1049733780710e-01	 9.8710022412148e-07	 7.1049610286148e-01
 4.4954336116928e-01	 7.9319352874599e-07	 4.4954232013035e-01
 2.7555206739108e-01	 8.9489693877671e-07	 2.7555092464874e-01
 2.5749641185199e-01	 9.0465185177130e-07	 2.5749525935474e-01
 7.1193088785309e-02	 6.7306529260320e-07	 7.1192167874614e-02
 8.1345378608710e-01	 8.6260058652293e-07	 8.1345267564112e-01
 8.7817284536112e-01	 8.3747540987661e-07	 8.7817176004031e-01
 6.1715103802171e-01	 9.3954801916251e-07	 6.1714985062829e-01
 2.5894370229792e-01	 6.8209784377649e-07	 2.5894277235468e-01
 3.6835258067041e-02	 1.0010194004934e-06	 3.6834009202239e-02
 7.2417567468164e-02	 8.5261918657446e-07	 7.2416467003576e-02
 9.2250585911426e-01	 8.0630055805033e-07	 9.2250480496830e-01
 4.7104738802134e-01	 7.4531170925917e-07	 4.7104639486423e-01
 9.0728030842153e-01	 9.4208851901795e-07	 9.0727911848761e-01
 7.5379828324112e-01	 9.3136022428945e-07	 7.5379710403549e-01
 5.4958019428749e-01	 7.5352823013930e-07	 5.4957919291386e-01
 7.9230265521754e-02	 8.1365225435925e-07	 7.9229204024098e-02
 7.9241763179401e-02	 7.0887861458165e-07	 7.9240806455385e-02
 7.0950365037782e-01	 7.9459079872842e-07	 7.0950260794162e-01
 8.0884739301643e-01	 8.5353119932727e-07	 8.0884629163983e-01
 7.3204957291142e-01	 9.6140503577993e-07	 7.3204836366098e-01
 3.4784036585314e-01	 9.9080413618972e-07	 3.4783912720361e-01
 1.2133914615520e-01	 9.8644846078512e-07	 1.2133791186134e-01
 8.4863718180329e-01	 8.2956403736373e-07	 8.4863610439385e-01
 6.2969251378549e-01	 7.0490996630214e-07	 6.2969156103012e-01
 9.0234139851630e-02	 7.7942143189873e-07	 9.0233112584797e-02
 6.7268786174245e-01	 9.1528969392256e-07	 6.7268669860735e-01
 2.5765003146582e-02	 1.0137538593819e-06	 2.5763741547321e-02
 8.4880302821817e-01	 7.6316896123211e-07	 8.4880201720380e-01
 1.2666550138673e-01	 7.6321109559527e-07	 1.2666449033023e-01
 6.1697639948792e-01	 9.2703712683779e-07	 6.1697522460540e-01
 6.0612851526432e-01	 9.1478466034879e-07	 6.0612735263426e-01
 7.6967344712350e-01	 9.9973282607520e-07	 7.6967219954527e-01
 1.7731409471084e-02	 8.3630656597280e-07	 1.7730325319116e-02
 8.6893988797518e-01	 9.9078435491565e-07	 8.6893864934543e-01
 5.0907985786096e-01	 7.2805520894182e-07	 5.0907888196035e-01
 7.2456203040790e-01	 8.0273404868427e-07	 7.2456097982845e-01
 4.6298394345908e-02	 7.6163633337830e-07	 4.6297384864173e-02
 3.4941336821205e-01	 7.5949054909058e-07	 3.4941236087610e-01
 6.2935351683251e-02	 8.4180547465393e-07	 6.2934262032374e-02
 2.0829628384076e-01	 9.9427290868606e-07	 2.0829504172245e-01
 1.7603153081516e-02	 7.6076964857080e-07	 1.7602144466466e-02
 2.8957630235766e-02	 8.4420857794507e-07	 2.8956538181787e-02
 2.8047317812329e-01	 7.1889225367787e-07	 2.8047221138564e-01
 1.1698189132682e-02	 7.9987309598006e-07	 1.1697141414184e-02
 2.8377338157640e-02	 8.6600940020863e-07	 2.8376224302838e-02
 4.6453012700340e-01	 7.2866162052855e-07	 4.6452915049638e-01
 7.9486655366417e-01	 8.6479254138178e-07	 7.9486544102623e-01
 4.3877048178929e-01	 9.5306033992592e-07	 4.3876928088355e-01
 9.1465892179017e-01	 9.4946204749934e-07	 9.1465772448272e-01
 2.0937173191857e-01	 7.3621330491073e-07	 2.0937074785986e-01
 4.3644287242778e-01	 7.2937874041670e-07	 4.3644189520364e-01
 7.9784070668887e-01	 9.9262250164523e-07	 7.9783946622097e-01
 3.0414175915123e-01	 8.1209649142923e-07	 3.0414069920934e-01
 1.0147581044305e-01	 9.8047417462289e-07	 1.0147458212348e-01
 3.2976996016300e-01	 7.0528315213042e-07	 3.2976900703444e-01
 1.3729682755052e-01	 6.6108100422733e-07	 1.3729591862412e-01
 3.5123757753968e-01	 7.4877936724551e-07	 3.5123658091492e-01
 4.8425644468340e-01	 9.9069595188878e-07	 4.8425520614205e-01
 8.9129975117829e-01	 8.1836976987962e-07	 8.9129868496312e-01
 1.1930731234220e-01	 7.3734440731396e-07	 1.1930632715239e-01
 8.2833382295909e-01	 9.6467040749387e-07	 8.2833261044328e-01
 1.5854211317675e-01	 8.0055141291481e-07	 1.5854106477994e-01
